时间,环号,推进状态,推进速度,总推力,刀盘扭矩,刀盘转速,土压01数值,土压02数值,土压03数值,土压04数值,土压05数值,土压06数值,螺旋机转速,螺旋机扭矩,前端里程,土压平均值,上土压,推进距离
2019-11-12 5:56:33,829,4,0.0,0.0,0.0,0.0,1.8,1.8,1.9,1.8,1.9,1.9,0.0,0.0,33041.326,1.8499999999999999,1.8,0.0
2019-11-12 5:56:43,829,4,0.0,0.0,0.0,0.0,1.8,1.8,1.9,1.8,1.9,1.9,0.0,0.0,33041.326,1.8499999999999999,1.8,0.0
2019-11-12 5:56:53,829,4,0.0,0.0,0.0,0.0,1.8,1.8,1.9,1.8,1.9,1.9,0.0,0.0,33041.326,1.8499999999999999,1.8,0.0
2019-11-12 5:57:03,829,4,0.0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,1.9,1.9,0.0,0.0,33041.326,1.8333333333333333,1.8,0.0
2019-11-12 5:57:13,829,4,0.0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,1.9,1.9,0.0,0.0,33041.326,1.8333333333333333,1.8,0.0
2019-11-12 5:57:23,829,4,0.0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,1.9,1.9,0.0,0.0,33041.326,1.8333333333333333,1.8,0.0
2019-11-12 5:57:33,829,4,0.0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,1.9,1.9,0.0,0.0,33041.326,1.8333333333333333,1.8,0.0
2019-11-12 5:57:43,829,4,0.0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,1.9,1.9,0.0,0.0,33041.326,1.8333333333333333,1.8,0.0
2019-11-12 5:57:53,829,4,0.0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,1.9,1.9,0.0,0.0,33041.326,1.8333333333333333,1.8,0.0
2019-11-12 5:58:03,829,4,0.0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,1.9,1.9,0.0,0.0,33041.326,1.8333333333333333,1.8,0.0
2019-11-12 5:58:13,829,4,0.0,0.0,0.0,0.0,1.8,1.8,1.8,1.8,1.9,1.9,0.0,0.0,33041.326,1.8333333333333333,1.8,0.0
